Date_UTC,Extent,IAGA,GEOLON,GEOLAT,MAGON,MAGLAT,MLT,MCOLAT,IGRF_DECL,SZA,dbn_nez,dbe_nez,dbz_nez,dbn_geo,dbe_geo,dbz_geo
2003-10-29T08:14:00,60,NEW,242.88,48.27,-56.3,54.81,0.06,35.19,17.11,144.02,-58.4,-55.2,-54.5,-39.6,-70,-54.5
2003-10-29T08:14:00,60,NGK,12.68,52.07,89,48.08,9.74,41.92,1.74,73.88,-95.2,42.4,27.5,-96.5,39.5,27.5
2003-10-29T08:14:00,60,NOK,88.1,69.4,161.98,64.86,14.61,25.14,19.2,86.45,648.5,53.2,-198.9,594.9,263.4,-198.9
2003-10-29T08:14:00,60,NUR,24.65,60.5,102.03,56.91,10.61,33.09,6.87,77.12,-178.8,78.6,18.8,-186.9,56.6,18.8
2003-10-29T08:14:00,60,NVS,82.9,55.03,155.72,50.86,14.19,39.14,9.07,73.06,-62.4,40.7,48,-68.1,30.3,48
2003-10-29T08:14:00,60,ONW,141.47,38.43,-146.8,31.57,18.02,58.43,-7.67,97.51,-95.1,0.1,-10,-94.2,12.8,-10
2003-10-29T08:14:00,60,OSO,286.91,-40.34,-0.49,-26.59,3.78,116.59,9.5,106.35,-93.3,-22.2,-48.7,-88.4,-37.3,-48.7
2003-10-29T08:14:00,60,OTT,284.45,45.4,1.43,55.66,3.91,34.34,-14.21,125.8,-290.1,-13.5,-77.6,-284.5,58.2,-77.6
2003-10-29T08:14:00,60,OUJ,27.23,64.52,105.97,61.01,10.88,28.99,9.12,80.2,-215.4,164.1,49.6,-238.7,127.8,49.6
2003-10-29T08:14:00,60,PAC,289.91,-40.34,1.52,-26.69,3.91,116.69,7.01,104.44,-71.7,-44.5,-52.7,-65.8,-52.9,-52.7
2003-10-29T08:14:00,60,PAF,70.26,-49.35,122.32,-58.57,11.97,148.57,-56.27,38.86,-112.3,-23.2,-121,-81.7,80.5,-121
2003-10-29T08:14:00,60,PBQ,282.26,55.28,-0.94,65.47,3.75,24.53,-18.75,123.19,-383.8,-256.6,-24.1,-445.9,-119.7,-24.1
2003-10-29T08:14:00,60,PEL,24.08,66.9,104.72,63.57,10.79,26.43,8.23,82.91,-300.9,171.9,72.9,-322.4,127.1,72.9
2003-10-29T08:14:00,60,PET,158.25,52.97,-133.12,46.49,18.94,43.51,-6.6,110.12,-19.7,15.4,31.4,-17.8,17.6,31.4
2003-10-29T08:14:00,60,PHU,105.95,21.03,177.86,14.17,15.67,75.83,-1.03,62.79,-135.1,15.8,-20.8,-134.7,18.2,-20.8
2003-10-29T08:14:00,60,PIN,263.96,50.2,-28.94,60.33,1.88,29.67,3.47,135.1,-161.4,-127.3,-153.4,-153.4,-136.8,-153.4
2003-10-29T08:14:00,60,PKR,212.57,65.12,-95.22,65.48,21.46,24.52,23.78,126.48,-232,-367.4,-435.7,-64.2,-429.7,-435.7
2003-10-29T08:14:00,60,PNT,289.1,-53.2,2.75,-38.7,3.99,128.7,14.41,97.78,-89.5,-51.8,-55.1,-73.8,-72.4,-55.1
2003-10-29T08:14:00,60,PPI,131.73,42.98,-155.7,36.69,17.43,53.31,-9.89,91.44,-83.4,-3.7,17.3,-82.8,10.7,17.3
2003-10-29T08:14:00,60,PPT,210.42,-17.57,-74.62,-16.66,22.84,106.66,12.68,142.2,-101.9,-11.2,12.3,-97,-33.3,12.3
2003-10-29T08:14:00,60,PST,302.11,-51.7,10.5,-38.31,4.51,128.31,3.86,91.62,-60.1,-55.6,-39.3,-56.2,-59.6,-39.3
2003-10-29T08:14:00,60,PUT,290.5,-18.33,1.56,-5.93,3.91,95.93,-3.69,114.58,-127.4,-52.3,9.6,-130.5,-44,9.6
2003-10-29T08:14:00,60,QSB,35.64,33.87,107.42,27.75,10.97,62.25,3.78,49.86,-76.8,40.2,7.4,-79.3,35.1,7.4
2003-10-29T08:14:00,60,RAL,256.32,58.22,-41.82,67.14,1.02,22.86,11.34,131.67,-328.9,-322,-219.9,-259.1,-380.4,-219.9
2003-10-29T08:14:00,60,RAN,267.89,62.82,-24.87,72.67,2.15,17.33,-7.83,124.57,-64,-598.1,26.1,-144.8,-583.8,26.1
2003-10-29T08:14:00,60,RES,265.11,74.69,-39.08,83.08,1.21,6.92,-35.54,116.04,297.2,-586.5,132.6,-99.1,-650,132.6
2003-10-29T08:14:00,60,RIK,143.76,43.48,-144.7,36.7,18.16,53.3,-8.99,100.09,-85.8,-3.1,7.7,-85.2,10.3,7.7
2003-10-29T08:14:00,60,RVK,10.99,64.94,93.11,62.22,10.02,27.78,0.93,84.28,-326.1,98.2,-86,-327.6,92.9,-86
2003-10-29T08:14:00,60,SBA,166.78,-77.85,-32.9,-79.9,1.62,169.9,144.47,81.87,231.5,-579.3,-219.7,148.3,606,-219.7
2003-10-29T08:14:00,60,SCO,338.03,70.48,72.06,71.51,8.61,18.49,-21.7,97.49,-448.2,153.8,340.7,-359.5,308.6,340.7
2003-10-29T08:14:00,60,SER,288.87,-30,0.13,-16.93,3.82,106.93,2.51,110.52,-96.6,-38.4,-28.2,-94.8,-42.6,-28.2
2003-10-29T08:14:00,60,SJG,293.85,18.11,10.68,27.69,4.52,62.31,-12.45,120.95,-82.9,-49.7,-40.3,-91.7,-30.6,-40.3
2003-10-29T08:14:00,60,SKT,307.1,65.42,37.09,71.64,6.28,18.36,-34.74,108.49,-393.5,-256.8,1199.9,-469.6,13.2,1199.9
2003-10-29T08:14:00,60,SMI,248.07,60.03,-54.08,67.51,0.2,22.49,19.5,131.92,-311,-174,-193.8,-235.1,-267.8,-193.8
2003-10-29T08:14:00,60,SOD,26.63,67.37,107.07,63.95,10.95,26.05,9.72,82.89,-357.6,258.6,160.9,-396.1,194.5,160.9
2003-10-29T08:14:00,60,SOR,22.22,70.54,105.9,67.37,10.87,22.63,8.01,86.43,-242.7,420.7,565.8,-299,382.8,565.8
